id	eventId	documentCode	messagePayload	subEventType	fullResults	extended_info	match_card
3872688	2693	TTEMSINGLES-----------8FNL000200----------		Men Singles	OFFICIAL		
3872375	2693	TTEWSINGLES-----------8FNL000300----------		Women Singles	OFFICIAL		
3872081	2693	TTEWSINGLES-----------8FNL000700----------		Women Singles	OFFICIAL		
3871852	2693	TTEMSINGLES-----------8FNL000500----------		Men Singles	OFFICIAL		
3871688	2693	TTEMSINGLES-----------8FNL000600----------		Men Singles	OFFICIAL		
3871357	2693	TTEWSINGLES-----------8FNL000800----------		Women Singles	OFFICIAL		
3870950	2693	TTEWDOUBLES-----------QFNL000100----------		Women Doubles	OFFICIAL		
3870883	2693	TTEMSINGLES-----------8FNL000300----------		Men Singles	OFFICIAL		
3870575	2693	TTEWDOUBLES-----------QFNL000400----------		Women Doubles	OFFICIAL		
3870304	2693	TTEMSINGLES-----------8FNL000100----------		Men Singles	OFFICIAL		
3869906	2693	TTEWSINGLES-----------8FNL000200----------		Women Singles	OFFICIAL		
3869902	2693	TTEMDOUBLES-----------QFNL000300----------		Men Doubles	OFFICIAL		
3869690	2693	TTEWSINGLES-----------8FNL000100----------		Women Singles	OFFICIAL		
3869570	2693	TTEWDOUBLES-----------QFNL000200----------		Women Doubles	OFFICIAL		
3869222	2693	TTEMDOUBLES-----------QFNL000400----------		Men Doubles	OFFICIAL		
3869102	2693	TTEMDOUBLES-----------QFNL000200----------		Men Doubles	OFFICIAL		
3869068	2693	TTEMDOUBLES-----------QFNL000100----------		Men Doubles	OFFICIAL		
3868469	2693	TTEWSINGLES-----------8FNL000500----------		Women Singles	OFFICIAL		
3868366	2693	TTEMSINGLES-----------8FNL000400----------		Men Singles	OFFICIAL		
3868321	2693	TTEMSINGLES-----------8FNL000700----------		Men Singles	OFFICIAL		
3868058	2693	TTEWSINGLES-----------8FNL000400----------		Women Singles	OFFICIAL		
3867855	2693	TTEXDOUBLES-----------QFNL000200----------		Mixed Doubles	OFFICIAL		
3867453	2693	TTEXDOUBLES-----------QFNL000100----------		Mixed Doubles	OFFICIAL		
3867113	2693	TTEXDOUBLES-----------QFNL000400----------		Mixed Doubles	OFFICIAL		
3867046	2693	TTEXDOUBLES-----------QFNL000300----------		Mixed Doubles	OFFICIAL		
3866315	2693	TTEWDOUBLES-----------QFNL000300----------		Women Doubles	OFFICIAL		
3866310	2693	TTEMDOUBLES-----------8FNL000600----------		Men Doubles	OFFICIAL		
3866290	2693	TTEMDOUBLES-----------8FNL000800----------		Men Doubles	OFFICIAL		
3866140	2693	TTEMDOUBLES-----------8FNL000700----------		Men Doubles	OFFICIAL		
3866032	2693	TTEWSINGLES-----------R32-000600----------		Women Singles	OFFICIAL		
3865451	2693	TTEWDOUBLES-----------8FNL000800----------		Women Doubles	OFFICIAL		
3865412	2693	TTEWSINGLES-----------R32-001600----------		Women Singles	OFFICIAL		
3865399	2693	TTEWSINGLES-----------R32-000500----------		Women Singles	OFFICIAL		
3864540	2693	TTEMDOUBLES-----------8FNL000500----------		Men Doubles	OFFICIAL		
3864495	2693	TTEWSINGLES-----------R32-000300----------		Women Singles	OFFICIAL		
3864170	2693	TTEMSINGLES-----------R32-001600----------		Men Singles	OFFICIAL		
3863980	2693	TTEWDOUBLES-----------8FNL000600----------		Women Doubles	OFFICIAL		
3863765	2693	TTEWDOUBLES-----------8FNL000700----------		Women Doubles	OFFICIAL		
3863452	2693	TTEMSINGLES-----------R32-000100----------		Men Singles	OFFICIAL		
3863120	2693	TTEWDOUBLES-----------8FNL000500----------		Women Doubles	OFFICIAL		
3862982	2693	TTEMSINGLES-----------R32-000300----------		Men Singles	OFFICIAL		
3862685	2693	TTEMSINGLES-----------R32-000800----------		Men Singles	OFFICIAL		
3862316	2693	TTEMSINGLES-----------R32-000900----------		Men Singles	OFFICIAL		
3862045	2693	TTEMSINGLES-----------R32-000700----------		Men Singles	OFFICIAL		
3861857	2693	TTEWSINGLES-----------R32-000100----------		Women Singles	OFFICIAL		
3861487	2693	TTEWSINGLES-----------R32-001400----------		Women Singles	OFFICIAL		
3861230	2693	TTEWSINGLES-----------R32-000400----------		Women Singles	OFFICIAL		
3860898	2693	TTEMSINGLES-----------R32-000400----------		Men Singles	OFFICIAL		
3860555	2693	TTEWSINGLES-----------R32-001100----------		Women Singles	OFFICIAL		
3860346	2693	TTEMSINGLES-----------R32-000500----------		Men Singles	OFFICIAL		
3860195	2693	TTEMDOUBLES-----------8FNL000300----------		Men Doubles	OFFICIAL		
3860012	2693	TTEWSINGLES-----------R32-001200----------		Women Singles	OFFICIAL		
3859539	2693	TTEMDOUBLES-----------8FNL000400----------		Men Doubles	OFFICIAL		
3859335	2693	TTEWSINGLES-----------R32-001300----------		Women Singles	OFFICIAL		
3859273	2693	TTEWSINGLES-----------R32-001500----------		Women Singles	OFFICIAL		
3859035	2693	TTEMDOUBLES-----------8FNL000200----------		Men Doubles	OFFICIAL		
3858961	2693	TTEMDOUBLES-----------8FNL000100----------		Men Doubles	OFFICIAL		
3858714	2693	TTEWSINGLES-----------R32-000800----------		Women Singles	OFFICIAL		
3857985	2693	TTEWDOUBLES-----------8FNL000400----------		Women Doubles	OFFICIAL		
3857871	2693	TTEWDOUBLES-----------8FNL000300----------		Women Doubles	OFFICIAL		
3857841	2693	TTEMSINGLES-----------R32-000200----------		Men Singles	OFFICIAL		
3857455	2693	TTEWDOUBLES-----------8FNL000200----------		Women Doubles	OFFICIAL		
3857059	2693	TTEMSINGLES-----------R32-001000----------		Men Singles	OFFICIAL		
3856958	2693	TTEMSINGLES-----------R32-001500----------		Men Singles	OFFICIAL		
3856798	2693	TTEWDOUBLES-----------8FNL000100----------		Women Doubles	OFFICIAL		
3856268	2693	TTEMSINGLES-----------R32-001200----------		Men Singles	OFFICIAL		
3856239	2693	TTEWSINGLES-----------R32-000200----------		Women Singles	OFFICIAL		
3856025	2693	TTEWSINGLES-----------R32-000900----------		Women Singles	OFFICIAL		
3855749	2693	TTEMSINGLES-----------R32-001100----------		Men Singles	OFFICIAL		
3855606	2693	TTEMSINGLES-----------R32-001300----------		Men Singles	OFFICIAL		
3855327	2693	TTEMSINGLES-----------R32-000600----------		Men Singles	OFFICIAL		
3854807	2693	TTEWSINGLES-----------R32-001000----------		Women Singles	OFFICIAL		
3854757	2693	TTEWSINGLES-----------R32-000700----------		Women Singles	OFFICIAL		
3854717	2693	TTEMSINGLES-----------R32-001400----------		Men Singles	OFFICIAL		
3854288	2693	TTEXDOUBLES-----------8FNL000600----------		Mixed Doubles	OFFICIAL		
3854051	2693	TTEXDOUBLES-----------8FNL000700----------		Mixed Doubles	OFFICIAL		
3853800	2693	TTEXDOUBLES-----------8FNL000500----------		Mixed Doubles	OFFICIAL		
3853494	2693	TTEXDOUBLES-----------8FNL000800----------		Mixed Doubles	OFFICIAL		
3853457	2693	TTEXDOUBLES-----------8FNL000200----------		Mixed Doubles	OFFICIAL		
3853215	2693	TTEXDOUBLES-----------8FNL000300----------		Mixed Doubles	OFFICIAL		
3853193	2693	TTEXDOUBLES-----------8FNL000100----------		Mixed Doubles	OFFICIAL		
3852855	2693	TTEXDOUBLES-----------8FNL000400----------		Mixed Doubles	OFFICIAL		
3852326	2693	TTEMSINGLES-----------RND3000700----------		Men Singles	OFFICIAL		
3852249	2693	TTEMSINGLES-----------RND3000500----------		Men Singles	OFFICIAL		
3852239	2693	TTEMSINGLES-----------RND3000400----------		Men Singles	OFFICIAL		
3851881	2693	TTEMSINGLES-----------RND3000800----------		Men Singles	OFFICIAL		
3851523	2693	TTEWSINGLES-----------RND3000800----------		Women Singles	OFFICIAL		
3851369	2693	TTEWSINGLES-----------RND3000700----------		Women Singles	OFFICIAL		
3851205	2693	TTEWSINGLES-----------RND3000600----------		Women Singles	OFFICIAL		
3850987	2693	TTEWSINGLES-----------RND3000500----------		Women Singles	OFFICIAL		
3850812	2693	TTEMSINGLES-----------RND3000200----------		Men Singles	OFFICIAL		
3850676	2693	TTEMSINGLES-----------RND3000600----------		Men Singles	OFFICIAL		
3850147	2693	TTEMSINGLES-----------RND3000300----------		Men Singles	OFFICIAL		
3849876	2693	TTEMSINGLES-----------RND3000100----------		Men Singles	OFFICIAL		
3849520	2693	TTEWSINGLES-----------RND3000400----------		Women Singles	OFFICIAL		
3849465	2693	TTEWSINGLES-----------RND3000100----------		Women Singles	OFFICIAL		
3848963	2693	TTEWSINGLES-----------RND3000200----------		Women Singles	OFFICIAL		
3848857	2693	TTEWSINGLES-----------RND3000300----------		Women Singles	OFFICIAL		
3848608	2693	TTEXDOUBLES-----------RND2000100----------		Mixed Doubles	OFFICIAL		
3848250	2693	TTEXDOUBLES-----------RND2000300----------		Mixed Doubles	OFFICIAL		
3848138	2693	TTEXDOUBLES-----------RND2000400----------		Mixed Doubles	OFFICIAL		
3847886	2693	TTEXDOUBLES-----------RND2000200----------		Mixed Doubles	OFFICIAL		
3847656	2693	TTEWDOUBLES-----------RND2000300----------		Women Doubles	OFFICIAL		
3847588	2693	TTEWDOUBLES-----------RND2000200----------		Women Doubles	OFFICIAL		
3847535	2693	TTEWDOUBLES-----------RND2000100----------		Women Doubles	OFFICIAL		
3847441	2693	TTEWDOUBLES-----------RND2000400----------		Women Doubles	OFFICIAL		
3846922	2693	TTEMDOUBLES-----------RND1000300----------		Men Doubles	OFFICIAL		
3846907	2693	TTEMDOUBLES-----------RND1000200----------		Men Doubles	OFFICIAL		
3846896	2693	TTEMDOUBLES-----------RND1000400----------		Men Doubles	OFFICIAL		
3846430	2693	TTEMSINGLES-----------RND2001600----------		Men Singles	OFFICIAL		
3846396	2693	TTEMSINGLES-----------RND2001500----------		Men Singles	OFFICIAL		
3846214	2693	TTEMSINGLES-----------RND2001400----------		Men Singles	OFFICIAL		
3846201	2693	TTEMSINGLES-----------RND2001300----------		Men Singles	OFFICIAL		
3845442	2693	TTEWSINGLES-----------RND2001600----------		Women Singles	OFFICIAL		
3845343	2693	TTEWSINGLES-----------RND2001300----------		Women Singles	OFFICIAL		
3845297	2693	TTEWSINGLES-----------RND2001500----------		Women Singles	OFFICIAL		
3845246	2693	TTEWSINGLES-----------RND2001400----------		Women Singles	OFFICIAL		
3844738	2693	TTEWSINGLES-----------RND2001000----------		Women Singles	OFFICIAL		
3844688	2693	TTEWSINGLES-----------RND2001200----------		Women Singles	OFFICIAL		
3844587	2693	TTEWSINGLES-----------RND2001100----------		Women Singles	OFFICIAL		
3844580	2693	TTEWSINGLES-----------RND2000900----------		Women Singles	OFFICIAL		
3844053	2693	TTEMSINGLES-----------RND2000100----------		Men Singles	OFFICIAL		
3843847	2693	TTEXDOUBLES-----------RND1000700----------		Mixed Doubles	OFFICIAL		
3843664	2693	TTEXDOUBLES-----------RND1000200----------		Mixed Doubles	OFFICIAL		
3843409	2693	TTEMSINGLES-----------RND2000600----------		Men Singles	OFFICIAL		
3843404	2693	TTEMSINGLES-----------RND2001100----------		Men Singles	OFFICIAL		
3843232	2693	TTEMSINGLES-----------RND2001200----------		Men Singles	OFFICIAL		
3843130	2693	TTEMSINGLES-----------RND2001000----------		Men Singles	OFFICIAL		
3842643	2693	TTEMSINGLES-----------RND2000900----------		Men Singles	OFFICIAL		
3842568	2693	TTEMSINGLES-----------RND2000800----------		Men Singles	OFFICIAL		
3842548	2693	TTEMSINGLES-----------RND2000700----------		Men Singles	OFFICIAL		
3842074	2693	TTEMSINGLES-----------RND2000500----------		Men Singles	OFFICIAL		
3841899	2693	TTEMSINGLES-----------RND2000300----------		Men Singles	OFFICIAL		
3841618	2693	TTEMSINGLES-----------RND2000400----------		Men Singles	OFFICIAL		
3841608	2693	TTEMSINGLES-----------RND2000200----------		Men Singles	OFFICIAL		
3841096	2693	TTEWSINGLES-----------RND2000500----------		Women Singles	OFFICIAL		
3840866	2693	TTEWSINGLES-----------RND2000800----------		Women Singles	OFFICIAL		
3840653	2693	TTEWSINGLES-----------RND2000700----------		Women Singles	OFFICIAL		
3840559	2693	TTEWSINGLES-----------RND2000400----------		Women Singles	OFFICIAL		
3840491	2693	TTEWSINGLES-----------RND2000600----------		Women Singles	OFFICIAL		
3840310	2693	TTEWSINGLES-----------RND2000200----------		Women Singles	OFFICIAL		
3840269	2693	TTEWSINGLES-----------RND2000100----------		Women Singles	OFFICIAL		
3840187	2693	TTEWSINGLES-----------RND2000300----------		Women Singles	OFFICIAL		
3839788	2693	TTEMSINGLES-----------RND1003100----------		Men Singles	OFFICIAL		
3839645	2693	TTEMSINGLES-----------RND1003000----------		Men Singles	OFFICIAL		
3839611	2693	TTEWDOUBLES-----------RND1000200----------		Women Doubles	OFFICIAL		
3839219	2693	TTEMSINGLES-----------RND1002600----------		Men Singles	OFFICIAL		
3839101	2693	TTEMSINGLES-----------RND1002900----------		Men Singles	OFFICIAL		
3839032	2693	TTEMSINGLES-----------RND1002700----------		Men Singles	OFFICIAL		
3838841	2693	TTEMSINGLES-----------RND1002300----------		Men Singles	OFFICIAL		
3838316	2693	TTEWSINGLES-----------RND1000200----------		Women Singles	OFFICIAL		
3838187	2693	TTEMSINGLES-----------RND1001300----------		Men Singles	OFFICIAL		
3838067	2693	TTEWSINGLES-----------RND1003100----------		Women Singles	OFFICIAL		
3838049	2693	TTEWSINGLES-----------RND1002300----------		Women Singles	OFFICIAL		
3837498	2693	TTEMSINGLES-----------RND1002100----------		Men Singles	OFFICIAL		
3837452	2693	TTEMSINGLES-----------RND1002000----------		Men Singles	OFFICIAL		
3837149	2693	TTEMSINGLES-----------RND1001900----------		Men Singles	OFFICIAL		
3836950	2693	TTEMSINGLES-----------RND1001500----------		Men Singles	OFFICIAL		
3836927	2693	TTEMSINGLES-----------RND1002200----------		Men Singles	OFFICIAL		
3836552	2693	TTEMSINGLES-----------RND1001000----------		Men Singles	OFFICIAL		
3836379	2693	TTEMSINGLES-----------RND1000700----------		Men Singles	OFFICIAL		
3835895	2693	TTEMSINGLES-----------RND1001200----------		Men Singles	OFFICIAL		
3835473	2693	TTEMSINGLES-----------RND1000200----------		Men Singles	OFFICIAL		
3835391	2693	TTEMSINGLES-----------RND1001400----------		Men Singles	OFFICIAL		
3835231	2693	TTEMSINGLES-----------RND1001100----------		Men Singles	OFFICIAL		
3834962	2693	TTEMSINGLES-----------RND1000600----------		Men Singles	OFFICIAL		
3834533	2693	TTEMSINGLES-----------RND1000300----------		Men Singles	OFFICIAL		
3834455	2693	TTEMSINGLES-----------RND1000400----------		Men Singles	OFFICIAL		
3834439	2693	TTEMSINGLES-----------RND1001800----------		Men Singles	OFFICIAL		
4103950	2694	TTEMDOUBLES-----------FNL-000100----------		Men Doubles	OFFICIAL		
4103661	2694	TTEWDOUBLES-----------FNL-000100----------		Women Doubles	OFFICIAL		
4103502	2694	TTEMSINGLES-----------FNL-000100----------		Men Singles	OFFICIAL		
4103102	2694	TTEWSINGLES-----------FNL-000100----------		Women Singles	OFFICIAL		
4102726	2694	TTEMSINGLES-----------SFNL000200----------		Men Singles	OFFICIAL		
4102531	2694	TTEWSINGLES-----------SFNL000100----------		Women Singles	OFFICIAL		
4102333	2694	TTEMSINGLES-----------SFNL000100----------		Men Singles	OFFICIAL		
4102084	2694	TTEWSINGLES-----------SFNL000200----------		Women Singles	OFFICIAL		
4101913	2694	TTEXDOUBLES-----------FNL-000100----------		Mixed Doubles	OFFICIAL		
4101687	2694	TTEMSINGLES-----------QFNL000300----------		Men Singles	OFFICIAL		
4101436	2694	TTEWSINGLES-----------QFNL000200----------		Women Singles	OFFICIAL		
4101231	2694	TTEMSINGLES-----------QFNL000400----------		Men Singles	OFFICIAL		
4101068	2694	TTEWSINGLES-----------QFNL000400----------		Women Singles	OFFICIAL		
4100864	2694	TTEMSINGLES-----------QFNL000100----------		Men Singles	OFFICIAL		
4100692	2694	TTEWSINGLES-----------QFNL000100----------		Women Singles	OFFICIAL		
4100438	2694	TTEMSINGLES-----------QFNL000200----------		Men Singles	OFFICIAL		
4100189	2694	TTEWSINGLES-----------QFNL000300----------		Women Singles	OFFICIAL		
4099982	2694	TTEMSINGLES-----------8FNL000700----------		Men Singles	OFFICIAL		
4099721	2694	TTEWSINGLES-----------8FNL000700----------		Women Singles	OFFICIAL		
4099445	2694	TTEMSINGLES-----------8FNL000800----------		Men Singles	OFFICIAL		
4099266	2694	TTEWSINGLES-----------8FNL000100----------		Women Singles	OFFICIAL		
4099066	2694	TTEMSINGLES-----------8FNL000500----------		Men Singles	OFFICIAL		
4098870	2694	TTEWSINGLES-----------8FNL000500----------		Women Singles	OFFICIAL		
4098735	2694	TTEMSINGLES-----------8FNL000100----------		Men Singles	OFFICIAL		
4098568	2694	TTEWSINGLES-----------8FNL000400----------		Women Singles	OFFICIAL		
4098298	2694	TTEMSINGLES-----------8FNL000600----------		Men Singles	OFFICIAL		
4098058	2694	TTEWDOUBLES-----------SFNL000200----------		Women Doubles	OFFICIAL		
4098025	2694	TTEWSINGLES-----------8FNL000600----------		Women Singles	OFFICIAL		
4097634	2694	TTEWSINGLES-----------8FNL000800----------		Women Singles	OFFICIAL		
4097509	2694	TTEMSINGLES-----------8FNL000400----------		Men Singles	OFFICIAL		
4097490	2694	TTEMDOUBLES-----------SFNL000100----------		Men Doubles	OFFICIAL		
4097054	2694	TTEMSINGLES-----------8FNL000200----------		Men Singles	OFFICIAL		
4096901	2694	TTEWSINGLES-----------8FNL000200----------		Women Singles	OFFICIAL		
4096870	2694	TTEWSINGLES-----------8FNL000300----------		Women Singles	OFFICIAL		
4096419	2694	TTEWDOUBLES-----------SFNL000100----------		Women Doubles	OFFICIAL		
4096392	2694	TTEMSINGLES-----------8FNL000300----------		Men Singles	OFFICIAL		
4096339	2694	TTEMDOUBLES-----------SFNL000200----------		Men Doubles	OFFICIAL		
4095960	2694	TTEXDOUBLES-----------SFNL000100----------		Mixed Doubles	OFFICIAL		
4095955	2694	TTEXDOUBLES-----------SFNL000200----------		Mixed Doubles	OFFICIAL		
4095431	2694	TTEMSINGLES-----------R32-000800----------		Men Singles	OFFICIAL		
4095206	2694	TTEWSINGLES-----------R32-001300----------		Women Singles	OFFICIAL		
4094940	2694	TTEMSINGLES-----------R32-000900----------		Men Singles	OFFICIAL		
4094719	2694	TTEWSINGLES-----------R32-000100----------		Women Singles	OFFICIAL		
4094500	2694	TTEMSINGLES-----------R32-001600----------		Men Singles	OFFICIAL		
4094295	2694	TTEMDOUBLES-----------QFNL000200----------		Men Doubles	OFFICIAL		
4094286	2694	TTEWSINGLES-----------R32-000800----------		Women Singles	OFFICIAL		
4093936	2694	TTEMSINGLES-----------R32-001500----------		Men Singles	OFFICIAL		
4093925	2694	TTEWSINGLES-----------R32-000500----------		Women Singles	OFFICIAL		
4093665	2694	TTEMSINGLES-----------R32-001400----------		Men Singles	OFFICIAL		
4093576	2694	TTEMSINGLES-----------R32-001000----------		Men Singles	OFFICIAL		
4093498	2694	TTEWSINGLES-----------R32-000400----------		Women Singles	OFFICIAL		
4093268	2694	TTEWSINGLES-----------R32-001500----------		Women Singles	OFFICIAL		
4092944	2694	TTEWSINGLES-----------R32-001600----------		Women Singles	OFFICIAL		
4092927	2694	TTEWSINGLES-----------R32-001000----------		Women Singles	OFFICIAL		
4092637	2694	TTEMSINGLES-----------R32-001200----------		Men Singles	OFFICIAL		
4092314	2694	TTEMSINGLES-----------R32-000200----------		Men Singles	OFFICIAL		
4092281	2694	TTEMSINGLES-----------R32-000700----------		Men Singles	OFFICIAL		
4092238	2694	TTEMSINGLES-----------R32-001300----------		Men Singles	OFFICIAL		
4092062	2694	TTEWSINGLES-----------R32-001200----------		Women Singles	OFFICIAL		
4091687	2694	TTEWSINGLES-----------R32-001400----------		Women Singles	OFFICIAL		
4091591	2694	TTEWSINGLES-----------R32-000700----------		Women Singles	OFFICIAL		
4091477	2694	TTEWDOUBLES-----------QFNL000400----------		Women Doubles	OFFICIAL		
4091450	2694	TTEWSINGLES-----------R32-001100----------		Women Singles	OFFICIAL		
4091424	2694	TTEMSINGLES-----------R32-000500----------		Men Singles	OFFICIAL		
4091133	2694	TTEMSINGLES-----------R32-001100----------		Men Singles	OFFICIAL		
4090504	2694	TTEXDOUBLES-----------QFNL000300----------		Mixed Doubles	OFFICIAL		
4090170	2694	TTEXDOUBLES-----------QFNL000400----------		Mixed Doubles	OFFICIAL		
4089914	2694	TTEXDOUBLES-----------QFNL000200----------		Mixed Doubles	OFFICIAL		
4089894	2694	TTEWSINGLES-----------R32-000600----------		Women Singles	OFFICIAL		
4089571	2694	TTEMDOUBLES-----------QFNL000400----------		Men Doubles	OFFICIAL		
4089280	2694	TTEMDOUBLES-----------QFNL000100----------		Men Doubles	OFFICIAL		
4089063	2694	TTEWDOUBLES-----------QFNL000100----------		Women Doubles	OFFICIAL		
4088880	2694	TTEMSINGLES-----------R32-000100----------		Men Singles	OFFICIAL		
4088870	2694	TTEMSINGLES-----------R32-000600----------		Men Singles	OFFICIAL		
4088404	2694	TTEWSINGLES-----------R32-000300----------		Women Singles	OFFICIAL		
4088378	2694	TTEMDOUBLES-----------QFNL000300----------		Men Doubles	OFFICIAL		
4088252	2694	TTEWSINGLES-----------R32-000900----------		Women Singles	OFFICIAL		
4087845	2694	TTEMSINGLES-----------R32-000300----------		Men Singles	OFFICIAL		
4087718	2694	TTEWDOUBLES-----------QFNL000200----------		Women Doubles	OFFICIAL		
4087657	2694	TTEWDOUBLES-----------QFNL000300----------		Women Doubles	OFFICIAL		
4087262	2694	TTEWSINGLES-----------R32-000200----------		Women Singles	OFFICIAL		
4087233	2694	TTEXDOUBLES-----------QFNL000100----------		Mixed Doubles	OFFICIAL		
4087194	2694	TTEMSINGLES-----------R32-000400----------		Men Singles	OFFICIAL		
4086801	2694	TTEMSINGLES-----------R64-001500----------		Men Singles	OFFICIAL		
4086538	2694	TTEWSINGLES-----------R64-001800----------		Women Singles	OFFICIAL		
4086274	2694	TTEMSINGLES-----------R64-003000----------		Men Singles	OFFICIAL		
4086098	2694	TTEWSINGLES-----------R64-000200----------		Women Singles	OFFICIAL		
4085872	2694	TTEXDOUBLES-----------8FNL000700----------		Mixed Doubles	OFFICIAL		
4085724	2694	TTEMDOUBLES-----------8FNL000800----------		Men Doubles	OFFICIAL		
4085616	2694	TTEMSINGLES-----------R64-000700----------		Men Singles	OFFICIAL		
4085373	2694	TTEMDOUBLES-----------8FNL000300----------		Men Doubles	OFFICIAL		
4085074	2694	TTEWSINGLES-----------R64-002600----------		Women Singles	OFFICIAL		
4085049	2694	TTEMSINGLES-----------R64-000300----------		Men Singles	OFFICIAL		
4084608	2694	TTEMSINGLES-----------R64-002600----------		Men Singles	OFFICIAL		
4084542	2694	TTEWSINGLES-----------R64-001000----------		Women Singles	OFFICIAL		
4084471	2694	TTEWSINGLES-----------R64-001500----------		Women Singles	OFFICIAL		
4084086	2694	TTEWSINGLES-----------R64-001100----------		Women Singles	OFFICIAL		
4083989	2694	TTEWSINGLES-----------R64-002300----------		Women Singles	OFFICIAL		
4083807	2694	TTEMSINGLES-----------R64-001100----------		Men Singles	OFFICIAL		
4083609	2694	TTEWSINGLES-----------R64-002200----------		Women Singles	OFFICIAL		
4083220	2694	TTEMSINGLES-----------R64-003100----------		Men Singles	OFFICIAL		
4083178	2694	TTEMSINGLES-----------R64-001800----------		Men Singles	OFFICIAL		
4083048	2694	TTEMSINGLES-----------R64-001900----------		Men Singles	OFFICIAL		
4082550	2694	TTEMSINGLES-----------R64-000200----------		Men Singles	OFFICIAL		
4082542	2694	TTEWDOUBLES-----------8FNL000800----------		Women Doubles	OFFICIAL		
4082509	2694	TTEWSINGLES-----------R64-002700----------		Women Singles	OFFICIAL		
4082287	2694	TTEMDOUBLES-----------8FNL000400----------		Men Doubles	OFFICIAL		
4081973	2694	TTEWSINGLES-----------R64-000300----------		Women Singles	OFFICIAL		
4081937	2694	TTEWDOUBLES-----------8FNL000600----------		Women Doubles	OFFICIAL		
4081922	2694	TTEWDOUBLES-----------8FNL000500----------		Women Doubles	OFFICIAL		
4081579	2694	TTEWSINGLES-----------R64-003000----------		Women Singles	OFFICIAL		
4081457	2694	TTEMDOUBLES-----------8FNL000700----------		Men Doubles	OFFICIAL		
4081379	2694	TTEMSINGLES-----------R64-002200----------		Men Singles	OFFICIAL		
4081255	2694	TTEWSINGLES-----------R64-003100----------		Women Singles	OFFICIAL		
4080624	2694	TTEWDOUBLES-----------8FNL000200----------		Women Doubles	OFFICIAL		
4080575	2694	TTEXDOUBLES-----------8FNL000400----------		Mixed Doubles	OFFICIAL		
4080536	2694	TTEXDOUBLES-----------8FNL000300----------		Mixed Doubles	OFFICIAL		
4080457	2694	TTEMDOUBLES-----------8FNL000200----------		Men Doubles	OFFICIAL		
4079968	2694	TTEMSINGLES-----------R64-002300----------		Men Singles	OFFICIAL		
4079937	2694	TTEWSINGLES-----------R64-001900----------		Women Singles	OFFICIAL		
4079613	2694	TTEXDOUBLES-----------8FNL000100----------		Mixed Doubles	OFFICIAL		
4079386	2694	TTEMDOUBLES-----------8FNL000100----------		Men Doubles	OFFICIAL		
4079248	2694	TTEMDOUBLES-----------8FNL000600----------		Men Doubles	OFFICIAL		
4079230	2694	TTEMDOUBLES-----------8FNL000500----------		Men Doubles	OFFICIAL		
4079114	2694	TTEMSINGLES-----------R64-001000----------		Men Singles	OFFICIAL		
4078695	2694	TTEWSINGLES-----------R64-001400----------		Women Singles	OFFICIAL		
4078576	2694	TTEWSINGLES-----------R64-000600----------		Women Singles	OFFICIAL		
4078378	2694	TTEWDOUBLES-----------8FNL000300----------		Women Doubles	OFFICIAL		
4078163	2694	TTEWSINGLES-----------R64-000700----------		Women Singles	OFFICIAL		
4077722	2694	TTEWDOUBLES-----------8FNL000700----------		Women Doubles	OFFICIAL		
4077706	2694	TTEWDOUBLES-----------8FNL000400----------		Women Doubles	OFFICIAL		
4077658	2694	TTEMSINGLES-----------R64-001400----------		Men Singles	OFFICIAL		
4077633	2694	TTEMSINGLES-----------R64-002700----------		Men Singles	OFFICIAL		
4077021	2694	TTEMSINGLES-----------R64-000600----------		Men Singles	OFFICIAL		
4076971	2694	TTEWDOUBLES-----------8FNL000100----------		Women Doubles	OFFICIAL		
4076773	2694	TTEXDOUBLES-----------8FNL000600----------		Mixed Doubles	OFFICIAL		
4076428	2694	TTEXDOUBLES-----------8FNL000200----------		Mixed Doubles	OFFICIAL		
4076399	2694	TTEXDOUBLES-----------8FNL000800----------		Mixed Doubles	OFFICIAL		
4076084	2694	TTEXDOUBLES-----------8FNL000500----------		Mixed Doubles	OFFICIAL		
4075573	2694	TTEMSINGLES-----------RND3000600----------		Men Singles	OFFICIAL		
4075534	2694	TTEMSINGLES-----------RND3000800----------		Men Singles	OFFICIAL		
4075504	2694	TTEMSINGLES-----------RND3000700----------		Men Singles	OFFICIAL		
4075282	2694	TTEMSINGLES-----------RND3000300----------		Men Singles	OFFICIAL		
4074899	2694	TTEMSINGLES-----------RND3000100----------		Men Singles	OFFICIAL		
4074644	2694	TTEMSINGLES-----------RND3000400----------		Men Singles	OFFICIAL		
4074461	2694	TTEMSINGLES-----------RND3000500----------		Men Singles	OFFICIAL		
4074369	2694	TTEMSINGLES-----------RND3000200----------		Men Singles	OFFICIAL		
4073913	2694	TTEWSINGLES-----------RND3000400----------		Women Singles	OFFICIAL		
4073820	2694	TTEWSINGLES-----------RND3000700----------		Women Singles	OFFICIAL		
4073668	2694	TTEWSINGLES-----------RND3000600----------		Women Singles	OFFICIAL		
4073598	2694	TTEWSINGLES-----------RND3000200----------		Women Singles	OFFICIAL		
4073073	2694	TTEWSINGLES-----------RND3000300----------		Women Singles	OFFICIAL		
4072817	2694	TTEWSINGLES-----------RND3000100----------		Women Singles	OFFICIAL		
4072809	2694	TTEWSINGLES-----------RND3000500----------		Women Singles	OFFICIAL		
