tournament_id	year	tournament_name	tournament_type	tournament_kind	organizer	matches	from	to
1959	2010	2010 - ITTF Junior Circuit Taiyuan Junior and Cadet Open, Taiyuan (CHN)	World Junior Circuit	--	CHN	523	2010-06-16	2010-06-20
2314	2010	2010 - Australian Senior Open, Gosford (AUS)	Other events	--	AUS	197	2010-06-20	2010-06-27
1960	2010	2010 - Argentina Junior and Cadet Open, Buenos Aires (ARG)	World Junior Circuit	--	ARG	745	2010-06-22	2010-06-26
2315	2010	2010 - 18th Balkan Youth Table Tennis Championships, Slatina (ROU)	Other events	--	ROU	479	2010-06-24	2010-06-27
2316	2010	2010 - North American Championships, Grand Rapids (USA)	Continental	--	USA	215	2010-06-29	2010-07-03
1966	2010	2010 - Volkswagen China vs World Team Challenge, Shanghai (CHN)	Other events	--	CHN	20	2010-06-29	2010-06-30
2053	2010	2010 - US Open Championships, Grand Rapids (USA)	Other events	--	USA	897	2010-06-30	2010-07-03
1956	2010	2010 - Pro Tour Japan Open, Kobe (JPN)	World Tour / Pro Tour	--	JPN	344	2010-07-01	2010-07-04
2318	2010	2010 - African Junior & Cadet Championships, Oyo (CGO)	Continental	--	CGO	368	2010-07-01	2010-07-04
2319	2010	2010 - Caribbean Senior Championships, Guaynabo (PUR)	Other events	--	PUR	141	2010-07-04	2010-07-10
1961	2010	2010 - Pro Tour Egypt Open, Cairo (EGY)	World Tour / Pro Tour	--	EGY	284	2010-07-07	2010-07-11
2320	2010	2010 - 1st African Youth Games, Rabat (MAR)	Multi sport events	--	MAR	90	2010-07-11	2010-07-20
2321	2010	2010 - European Youth Championships, Istanbul (TUR)	Continental	--	TUR	2613	2010-07-16	2010-07-25
2322	2010	2010 - XXI Central American and Caribbean Sports Games, Mayaguez (PUR)	Multi sport events	--	PUR	304	2010-07-17	2010-08-01
2317	2010	2010 - Asian Junior Championships, Bangkok (THA)	Continental	--	THA	602	2010-07-21	2010-07-25
1978	2010	2010 - XXI Central American and Caribbean Sports Games, Mayaguez (PUR)	Multi sport events	--	PUR	247	2010-07-21	2010-07-30
1963	2010	2010 - Pro Tour Morocco Open, Rabat (MAR)	World Tour / Pro Tour	--	MAR	129	2010-07-22	2010-07-26
2323	2010	2010 - New Caledonia Open Championships, Noumea (NCL)	Other events	--	NCL	158	2010-07-24	2010-07-25
1977	2010	2010 - Korean Hopes Challenge, Pohang (KOR)	Other events	--	KOR		2010-07-26	2010-07-27
1964	2010	2010 - ITTF Junior Circuit Premium Korea Junior and Cadet Open, Pohang (KOR)	World Junior Circuit	Premium	KOR	639	2010-07-28	2010-08-01
2325	2010	2010 - Micronesian Games, Palau (PLW)	Multi sport events	--	PLW	27	2010-08-01	2010-08-10
2324	2010	2010 - 22nd Arab Team Championships '10, venue1 (BRN)	Other events	--	BRN	420	2010-08-01	2010-08-08
1970	2010	2010 - ITTF Junior Circuit Guatemala Junior and Cadet Open, Guatemala City (GUA)	World Junior Circuit	--	GUA	300	2010-08-04	2010-08-07
1965	2010	2010 - ITTF Junior Circuit Premium Hong Kong Junior and Cadet Open, Hong Kong (HKG)	World Junior Circuit	Premium	HKG	592	2010-08-04	2010-08-08
1967	2010	2010 - Pro Tour Korea Open, Incheon (KOR)	World Tour / Pro Tour	--	KOR	234	2010-08-11	2010-08-15
1968	2010	2010 - ITTF Junior Circuit El Salvador Junior and Cadet Open, San Salvador (ESA)	World Junior Circuit	--	ESA	472	2010-08-12	2010-08-15
1969	2010	2010 - Pro Tour Harmony China Open, Suzhou (CHN)	World Tour / Pro Tour	--	CHN	475	2010-08-18	2010-08-22
1756	2010	2010 - First Youth Olympic Games, Singapore (SGP)	Olympic Games	--	SGP	372	2010-08-21	2010-08-26
2326	2010	2010 - Ecuador International Open, Guayaquil (ECU)	Other events	--	ECU	242	2010-08-31	2010-09-04
1975	2010	2010 - ITTF Junior Circuit Funchal Junior and Cadet Open, Funchal (POR)	World Junior Circuit	--	POR	162	2010-09-01	2010-09-05
2327	2010	2010 - 8th Flanders Open Belgium TT Championships, Vilvoorde - Brussels (BEL)	Other events	--	BEL	227	2010-09-03	2010-09-05
2328	2010	2010 - JOOLA European Nations League '10 - Premier, venue1 (GER)	Other events	--	GER	133	2010-09-05	2010-09-10
2329	2010	2010 - JOOLA European Nations League '10 - Challenge, venue1 (GER)	Other events	--	GER	27	2010-09-05	2010-09-10
2330	2010	2010 - JOOLA European Nations League '10 - Standard, venue1 (GER)	Other events	--	GER	111	2010-09-05	2010-09-10
1979	2010	2010 - ITTF Junior Circuit Ecuador Junior and Cadet Open, Guayaquil (ECU)	World Junior Circuit	--	ECU	650	2010-09-08	2010-09-12
1993	2010	2010 - European Championships, Ostrava (CZE)	Continental	--	CZE	1171	2010-09-11	2010-09-19
1986	2010	2010 - ITTF Junior Circuit Premium Chile Junior and Cadet Open, Santiago (CHI)	World Junior Circuit	Premium	CHI	466	2010-09-23	2010-09-26
1987	2010	2010 - Women's World Cup, Kuala Lumpur (MAS)	World Cup	--	MAS	38	2010-09-24	2010-09-26
2331	2010	2010 - Australian Junior Open, Gold Coast (AUS)	Other events	--	AUS	359	2010-09-26	2010-10-02
1976	2010	2010 - Team World Cup, Dubai (UAE)	World Cup	--	UAE	96	2010-09-28	2010-10-01
1997	2010	2010 - 19th Commonwealth Games, Delhi (IND)	Multi sport events	--	IND	672	2010-10-04	2010-10-14
2332	2010	2010 - New Zealand Open, Auckland (NZL)	Other events	--	NZL	231	2010-10-05	2010-10-10
1989	2010	2010 - Pro Tour Hungarian Open, Budaors (HUN)	World Tour / Pro Tour	--	HUN	626	2010-10-13	2010-10-17
1988	2010	2010 - Pro Tour Austrian Open, Wels (AUT)	World Tour / Pro Tour	--	AUT	695	2010-10-20	2010-10-24
2413	2010	2010 - Six Nations Senior Championships, Douglas (IMN)	Other events	--	IMN	129	2010-10-22	2010-10-24
1990	2010	2010 - Men's World Cup, Magdeburg (GER)	World Cup	--	GER	38	2010-10-29	2010-10-31
1994	2010	2010 - Global Cadet Challenge - Global Junior Circuit Final, Hyderabad (IND)	World Junior Circuit	Finals	IND	384	2010-10-30	2010-11-07
2333	2010	2010 - Swedish Cadet Open Championships, Vallingby/Stockholm (SWE)	Other events	--	SWE	316	2010-11-04	2010-11-07
2334	2010	2010 - Slovakia Cadet Championships, Bratislava (SVK)	Other events	--	SVK	637	2010-11-05	2010-11-07
1992	2010	2010 - Pro Tour Polish Open, Warsaw (POL)	World Tour / Pro Tour	--	POL	737	2010-11-10	2010-11-14
2005	2010	2010 - Asian Games, Guangzhou (CHN)	Multi sport events	--	CHN	291	2010-11-13	2010-11-20
2335	2010	2010 - Double Fish Canada Open, Vancouver (CAN)	Other events	--	CAN	235	2010-11-19	2010-11-21
1999	2010	2010 - ITTF African Seniors Championships, Yaounde (CMR)	Continental	--	CMR	399	2010-11-22	2010-11-26
1995	2010	2010 - Volkswagen Cup 2, Braunschweig (GER)	World Cup	--	GER	14	2010-11-30	2010-12-01
2336	2010	2010 - Central American Championships, Managua (NCA)	Other events	--	NCA	112	2010-12-01	2010-12-05
2337	2010	2010 - Finlandia Open, Helsinki (FIN)	Other events	--	FIN	691	2010-12-02	2010-12-05
1996	2010	2010 - World Junior Table Tennis Championships, Bratislava (SVK)	WJTTC	--	SVK	920	2010-12-04	2010-12-11
2004	2010	2010 - Pro Tour Grand Finals, Seoul (KOR)	World Tour / Pro Tour	Grand Finals	KOR	73	2010-12-16	2010-12-19
2338	2010	2010 - 37th Balkan Senior Championships, Bursa (TUR)	Other events	--	TUR	138	2010-12-16	2010-12-19
2339	2010	2010 - Portuguese Youth Open, Tavira (POR)	Other events	--	POR	860	2010-12-17	2010-12-19
